DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7721120,1,2,5,1,1,1,3900000,1,452800,2,,1,2,72,38,1,17,17,14.3905920847834
7721133,1,1,1,3,,1,,2,,,,2,2,36,25,1,17,17,18.5066265133463
7721133,1,1,2,3,,1,,2,,,,2,2,60,30,1,17,17,18.5066265133463
7721166,1,1,1,1,2,2,1560000,2,,2,,2,2,24,42,1,17,17,18.0993565182794
7721182,1,3,1,1,2,1,1500000,1,370000,2,,2,2,8,45,1,17,17,19.1117830956782
7721182,1,3,2,1,2,1,1800000,1,370000,2,,1,2,8,52,1,17,17,19.1117830956782
7721192,1,2,1,1,2,1,1300000,2,,2,,2,2,8,54,1,17,17,8.76719148549881
7721231,1,1,1,3,,1,,2,,,,2,2,41,55,1,18,18,5.17134306559846
7721231,1,1,2,3,,2,,2,,,,2,2,41,47,1,18,18,5.17134306559846
7721231,1,1,3,3,,1,,2,,,,2,2,41,80,1,18,18,5.17134306559846
7721300,1,1,1,1,2,2,800000,2,,2,,2,2,48,40,1,20,20,15.4136604328035
7721300,1,1,2,1,2,2,800000,2,,2,,2,2,48,38,1,20,20,15.4136604328035
7721313,1,1,1,1,2,1,2100000,2,,2,,2,2,18,27,1,20,20,38.2393984381283
7721313,1,1,2,1,2,1,1800000,2,,2,,2,2,1,23,1,20,20,38.2393984381283
7721321,1,1,1,1,1,1,1300000,1,266500,1,1057733,1,1,36,24,1,20,20,35.8799144877207
7721321,1,1,2,1,1,1,1300000,1,266500,1,1057733,1,1,36,28,1,20,20,35.8799144877207
7721321,1,1,3,1,1,2,1300000,1,266500,1,1057733,1,1,36,32,1,20,20,35.8799144877207
7721459,1,1,1,3,,1,,2,,,,2,2,8,21,1,41,41,24.0253585433825
7721470,1,1,1,1,2,1,2000000,1,408000,2,,1,2,36,64,1,41,41,18.467877166292
7721470,1,1,2,1,2,1,2000000,1,408000,2,,1,2,36,38,1,41,41,18.467877166292
7721470,1,1,3,1,2,1,2000000,1,408000,2,,1,2,30,38,1,41,41,18.467877166292
7721470,1,1,4,1,2,1,2000000,1,408000,2,,1,2,24,33,1,41,41,18.467877166292
7721470,1,1,5,1,2,1,2000000,1,408000,2,,1,2,12,24,1,41,41,18.467877166292
7721491,1,1,1,1,2,1,1000000,2,,2,,2,2,36,25,1,41,41,13.8499058905737
7721521,1,2,1,3,,2,,2,,,,2,2,36,99,1,47,47,24.4760217823484
7721558,1,2,1,2,,1,,2,,,,2,2,10,999,1,50,50,28.5692932048983
7721558,1,2,2,2,,2,,2,,,,2,2,10,999,1,50,50,28.5692932048983
7721568,1,1,1,3,,1,,2,,,,2,2,120,49,1,50,50,31.7436591165537
7721569,1,1,1,1,1,1,1600000,2,,2,,2,2,18,27,1,50,50,33.7705892898847
7721570,1,1,1,3,,2,,2,,,,2,2,48,47,1,50,50,28.3617606016631
7721570,1,1,2,3,,1,,2,,,,2,2,24,19,1,50,50,28.3617606016631
7721586,1,1,1,3,,2,,2,,,,2,2,24,42,1,50,50,36.726007660748
7721586,1,1,2,3,,2,,2,,,,2,2,24,16,1,50,50,36.726007660748
7721599,1,1,1,3,,2,,2,,,,2,2,181,42,1,50,50,28.0724851037615
7721734,1,1,1,1,2,1,450000,2,,2,,2,2,5,30,1,54,54,59.6139085782992
7721818,1,3,1,1,2,1,800000,2,,2,,2,2,8,17,1,54,54,57.7530457371231
7721818,1,3,2,1,2,1,600000,2,,2,,2,2,1,19,1,54,54,57.7530457371231
7721872,1,1,1,3,,2,,2,,,,2,2,36,38,1,63,63,14.3690512686692
7721881,1,1,1,1,2,1,1000000,2,,2,,2,2,240,48,1,63,63,10.2254507770857
7721883,1,1,1,1,1,2,1400000,1,378000,2,,1,2,24,27,1,63,63,11.0293563442114
7721883,1,1,1,2,,2,,2,,,,2,2,168,48,1,63,63,11.0293563442114
7721903,1,1,1,1,2,2,1600000,1,377300,2,,1,2,60,31,1,63,63,11.3991928460921
7721908,1,1,1,1,2,1,60000,2,,2,,2,2,1,27,1,63,63,10.9230865612122
7721938,1,1,1,1,1,1,800000,2,,2,,2,2,2,30,1,66,66,13.3738076528595
7721938,1,1,1,2,,1,,2,,,,2,2,10,40,1,66,66,13.3738076528595
7721962,1,2,1,1,1,2,1000000,2,,2,,2,2,3,35,1,66,66,11.848143357423
7721993,1,1,1,1,1,2,1460000,1,324000,1,1300000,1,2,24,50,1,66,66,13.431230566583
7721993,1,1,1,3,,2,,2,,,,2,2,500,66,1,66,66,13.431230566583
7721993,1,1,2,1,2,2,250000,2,,2,,2,2,12,60,1,66,66,13.431230566583
7722029,1,2,1,1,2,1,1300000,1,375000,2,,1,2,120,40,1,66,66,12.6961315769137
7722061,1,2,1,3,,1,,2,,,,2,2,300,64,1,68,68,19.6339379739002
7722185,1,6,1,1,2,1,1200000,2,,2,,2,2,1,30,1,70,70,16.9305689088784
7722359,1,1,1,1,2,2,340000,2,,2,,2,2,48,19,1,88,88,4.26521298314266
7722368,1,1,1,1,1,1,800000,2,,2,,2,2,2,35,1,88,88,6.64815142810778
7722464,1,1,1,1,2,1,800000,2,,2,,2,2,72,62,2,13,"",72.5145095306175
7722471,1,1,1,3,,1,,2,,,,2,2,12,38,2,13,"",131.929725771519
7722471,1,1,2,3,,1,,2,,,,2,2,12,17,2,13,"",131.929725771519
7722471,1,1,3,3,,2,,2,,,,2,2,12,10,2,13,"",131.929725771519
7722480,1,1,1,1,1,1,900000,2,,2,,2,2,26,26,1,13,"",168.432785879911
7722480,1,3,1,3,,2,,2,,,,2,2,36,20,1,13,"",168.432785879911
7722540,1,2,1,1,2,1,900000,2,,2,,2,2,4,20,2,44,"",51.0451083746783
7722540,1,2,2,1,2,1,900000,2,,2,,2,2,4,18,2,44,"",51.0451083746783
7722566,1,1,1,3,,2,,2,,,,2,2,24,32,1,44,"",28.3173579148997
7722566,1,1,2,3,,2,,2,,,,2,2,24,27,1,44,"",28.3173579148997
7722589,1,1,1,3,,1,,2,,,,2,2,36,64,1,44,"",53.7710249357135
7722594,1,2,1,1,1,1,1300000,2,,2,,2,2,9,29,1,44,"",77.6779239395078
7722632,1,1,1,3,,2,,2,,,,2,2,121,53,2,18,"",17.0012395503174
7722691,1,1,1,1,2,1,1300000,1,384100,1,1300000,1,1,24,24,1,15,"",294.36511052538
7722691,1,1,1,2,,1,,2,,,,2,2,40,40,1,15,"",294.36511052538
7722698,1,1,1,1,2,1,1000000,2,,2,,2,2,2,23,2,15,"",147.584532492845
7722699,1,2,1,2,,2,,2,,,,2,2,36,55,2,15,"",102.340844222967
7722712,1,1,1,1,2,1,700000,2,,2,,2,2,12,24,2,68,"",44.5357113350734
7722712,1,1,2,1,2,2,550000,2,,2,,2,2,6,20,2,68,"",44.5357113350734
7722714,1,1,1,1,2,2,1200000,1,280000,2,,1,2,6,27,2,68,"",28.1424316106066
7722714,1,1,1,3,,2,,2,,,,2,2,4,19,2,68,"",28.1424316106066
7722734,1,1,1,3,,2,,2,,,,2,2,180,46,2,68,"",95.4323571227729
7722758,1,1,1,1,2,1,800000,2,,2,,2,2,36,50,1,76,"",227.027121304232
7722797,1,2,1,1,1,1,1600000,1,273286,1,312444,1,1,120,40,1,76,"",170.483084296901
7722797,1,2,2,1,1,1,1462000,1,266000,1,312444,1,1,108,40,1,76,"",170.483084296901
7722806,1,1,1,1,1,1,400000,2,,2,,2,2,120,55,1,76,"",256.839857865111
7722850,1,1,1,2,,1,,1,445500,,,1,2,312,51,1,17,"",115.359197319117
7722872,1,1,1,1,1,1,1300000,1,266500,1,1300000,1,1,12,35,1,66,"",35.386173987577
7722872,1,1,1,2,,2,,1,266500,,,1,1,96,42,1,66,"",35.386173987577
7722872,1,1,2,1,1,2,1300000,1,266500,1,1300000,1,1,48,38,1,66,"",35.386173987577
7722872,1,1,3,1,1,2,1300000,1,266500,1,1300000,1,1,24,40,1,66,"",35.386173987577
7722872,1,1,4,1,1,2,1300000,1,266500,1,1300000,1,1,6,30,1,66,"",35.386173987577
7722872,1,1,5,1,1,2,1300000,1,266500,1,1300000,1,1,12,30,1,66,"",35.386173987577
7722872,1,1,6,1,1,2,1300000,1,266500,1,1300000,1,1,3,35,1,66,"",35.386173987577
7722872,1,1,7,1,1,2,1300000,1,266500,1,1300000,1,1,6,30,1,66,"",35.386173987577
7722919,1,2,1,3,,1,,2,,,,2,2,60,62,2,66,"",37.5609294607343
7722938,1,1,1,3,,1,,2,,,,2,2,60,35,1,66,"",24.7470662203767
7722938,1,1,2,3,,2,,2,,,,2,2,60,33,1,66,"",24.7470662203767
7722938,1,1,3,3,,2,,2,,,,2,2,12,30,1,66,"",24.7470662203767
7723131,1,2,1,1,1,2,1300000,1,260000,1,650000,1,1,144,54,1,05,"",15.0394318098337
7723131,1,2,1,3,,1,,3,160000,,,2,2,120,62,1,05,"",15.0394318098337
7723140,1,1,1,1,1,1,1300000,1,156000,1,310000,1,2,13,23,1,05,"",13.899806728937
7723140,1,1,2,1,1,1,1300000,1,156000,1,310000,1,2,12,22,1,05,"",13.899806728937
7723189,1,1,1,2,,2,,2,,,,2,2,24,41,1,05,05,102.712474537295
7723228,1,1,1,1,2,1,1700000,2,,2,,2,2,6,28,1,05,05,274.526981200108
7723228,1,1,2,1,2,1,2000000,2,,2,,2,2,24,35,1,05,05,274.526981200108
7723236,1,1,1,1,1,2,1300000,1,383572,1,1462000,1,1,72,24,1,05,05,105.046848958597
7723236,1,1,2,1,1,1,1300000,1,383572,1,1462000,1,1,12,26,1,05,05,105.046848958597
7723236,1,1,3,1,1,2,1300000,1,383572,1,1462000,1,1,120,32,1,05,05,105.046848958597
7723236,1,1,4,1,1,2,1300000,1,383572,2,,1,1,6,21,1,05,05,105.046848958597
7723236,1,1,5,1,1,2,1300000,1,383572,2,,1,1,4,20,1,05,05,105.046848958597
7723259,1,1,1,1,1,1,1360000,2,,2,,2,2,48,34,1,05,05,73.6513134913329
7723268,1,1,1,2,,1,,1,450000,,,2,2,240,58,1,05,05,138.705795770637
7723290,1,1,1,3,,1,,2,,,,2,2,1,16,1,08,08,48.6842950271661
7723290,1,1,2,3,,2,,2,,,,2,2,96,15,1,08,08,48.6842950271661
7723325,1,1,1,1,2,2,480000,2,,2,,2,2,48,36,1,08,08,35.0105774913312
7723325,1,1,2,1,2,2,480000,2,,2,,2,2,144,62,1,08,08,35.0105774913312
7723327,2,1,1,1,2,1,600000,2,,2,,2,2,24,39,1,08,08,59.5444937940331
7723330,1,4,1,2,,1,,2,,,,2,2,12,44,1,08,08,39.9830853169136
7723339,1,1,1,3,,2,,2,,,,2,2,60,28,1,08,08,55.2896152152644
7723340,1,1,1,2,,2,,2,,,,2,2,36,47,1,08,08,62.0022283113542
7723342,1,2,1,3,,2,,2,,,,2,2,22,39,1,08,08,71.4385702707255
7723352,1,1,1,1,2,1,1300000,2,,2,,2,2,36,59,1,08,08,51.4696681288832
7723352,1,1,2,1,2,1,1300000,2,,2,,2,2,60,60,1,08,08,51.4696681288832
7723352,1,2,1,1,2,2,450000,2,,2,,2,2,24,39,1,08,08,51.4696681288832
7723355,1,1,1,1,2,1,800000,2,,2,,2,2,120,39,1,08,08,71.7294780842727
7723365,1,2,1,2,,2,,2,,,,2,2,24,23,1,08,08,75.2304398830123
7723423,1,2,1,2,,1,,2,,,,2,2,180,62,1,08,08,58.1270890418946
7723424,1,2,1,1,2,1,720000,2,,2,,2,2,24,32,1,08,08,61.1418590060442
7723451,1,1,1,2,,2,,2,,,,2,2,185,62,1,11,11,320.239733447897
7723456,1,1,1,1,1,2,1300000,1,370500,2,,1,1,37,30,1,11,11,408.057778150243
7723456,1,1,2,1,1,1,1300000,1,370500,2,,1,1,24,33,1,11,11,408.057778150243
7723456,1,1,3,1,1,1,1300000,1,370500,2,,1,1,37,35,1,11,11,408.057778150243
7723456,1,1,4,1,1,1,1300000,1,370500,2,,1,1,37,45,1,11,11,408.057778150243
7723456,1,1,5,1,1,1,1300000,1,370500,2,,1,1,27,32,1,11,11,408.057778150243
7723459,1,1,1,1,2,2,480000,2,,2,,2,2,85,28,1,11,11,264.191373739984
7723459,1,1,2,1,2,2,480000,2,,2,,2,2,85,30,1,11,11,264.191373739984
7723459,1,1,3,1,2,1,480000,2,,2,,2,2,85,31,1,11,11,264.191373739984
7723530,1,2,1,1,1,1,1462000,1,360000,1,1057733,1,1,10,35,1,11,11,572.846569197053
7723530,1,2,1,2,,1,,1,370500,,,1,1,53,37,1,11,11,572.846569197053
7723530,1,2,2,1,1,1,1462000,1,360000,1,1057733,1,1,8,33,1,11,11,572.846569197053
7723534,1,1,1,1,2,1,1500000,2,,2,,2,2,2,40,1,11,11,296.920248004363
7723534,1,1,1,2,,1,,2,,,,2,2,149,35,1,11,11,296.920248004363
7723534,1,1,2,1,2,2,1500000,2,,2,,2,2,2,30,1,11,11,296.920248004363
7723534,1,1,3,1,2,2,1500000,2,,2,,2,2,4,25,1,11,11,296.920248004363
7723534,1,1,4,1,2,2,1500000,2,,2,,2,2,3,36,1,11,11,296.920248004363
7723536,1,1,1,1,2,1,1680000,2,,2,,2,2,24,46,1,11,11,260.706405994681
7723536,1,1,2,1,2,1,1200000,2,,2,,2,2,18,18,1,11,11,260.706405994681
7723547,1,1,1,1,2,1,600000,2,,2,,2,2,1,52,1,11,11,318.639556850373
7723547,1,1,2,1,2,1,600000,2,,2,,2,2,1,23,1,11,11,318.639556850373
7723619,1,1,1,1,2,2,1300000,1,370000,2,,1,2,3,21,1,11,11,471.991680776537
7723619,1,1,1,2,,2,,2,,,,2,2,67,35,1,11,11,471.991680776537
7723619,1,1,2,1,2,2,1300000,1,370000,2,,1,2,12,43,1,11,11,471.991680776537
7723619,1,1,3,1,2,1,1300000,1,370000,2,,1,2,7,48,1,11,11,471.991680776537
7723619,1,1,4,1,2,1,1300000,1,370000,2,,1,2,3,35,1,11,11,471.991680776537
7723662,1,1,1,1,2,2,150000,2,,2,,2,2,25,50,1,13,13,51.1141770358458
7723775,1,1,1,2,,2,,2,,,,2,2,4,32,1,15,15,7.2587652163345
7723775,1,1,1,3,,1,,2,,,,2,2,4,19,1,15,15,7.2587652163345
7723873,1,2,1,2,,2,,2,,,,2,2,18,24,1,17,17,14.707498029209
7723879,1,3,1,2,,2,,2,,,,2,2,240,60,1,17,17,5.86960555778076
7723881,1,1,1,1,2,1,650000,2,,2,,2,2,6,23,1,17,17,9.00888602399096
7723958,1,3,1,2,,1,,2,,,,2,2,18,62,1,18,18,3.49018004323195
7723959,1,2,1,2,,2,,2,,,,2,2,18,45,1,18,18,3.08991641981218
7723987,1,2,1,2,,1,,2,,,,2,2,96,33,1,18,18,4.09301501616732
7723988,1,1,1,1,1,1,1460000,1,400000,1,1500000,1,1,75,30,1,18,18,3.92074382832921
7723988,1,1,2,1,1,2,1460000,1,400000,1,1500000,1,1,52,28,1,18,18,3.92074382832921
7723988,1,1,3,1,1,2,1460000,1,400000,1,1500000,1,1,64,31,1,18,18,3.92074382832921
7723988,1,1,4,1,1,1,1460000,1,400000,1,1500000,1,1,75,32,1,18,18,3.92074382832921
7724074,1,2,1,3,,2,,2,,,,2,2,36,48,1,19,19,13.4051498636843
7724117,1,2,1,2,,2,,2,,,,2,2,84,64,1,19,19,12.5346855868217
7724156,1,1,1,1,1,1,1358000,1,297763,1,194538,1,1,48,26,1,19,19,8.87118299307893
7724156,1,1,2,1,1,1,1358000,1,297763,1,194538,1,1,24,25,1,19,19,8.87118299307893
7724217,1,1,1,1,2,1,1500000,2,,2,,2,2,60,40,1,23,23,9.64595633519691
7724217,1,1,2,1,2,1,1300000,2,,2,,2,2,80,48,1,23,23,9.64595633519691
7724222,1,2,1,1,1,1,200000,2,,2,,2,2,1,45,1,23,23,24.3803284026007
7724248,1,1,1,1,1,1,12000000,2,,2,,2,2,2,24,1,23,23,25.6484232141075
7724266,1,1,1,1,1,1,1000000,2,,2,,2,2,36,28,1,25,"",71.050201165723
7724291,1,1,1,1,2,1,1500000,2,,2,,2,2,1,54,1,25,"",78.646763554511
7724291,1,1,2,1,2,1,1600000,2,,2,,2,2,8,39,1,25,"",78.646763554511
7724313,1,1,1,1,1,2,1520000,1,450000,1,750000,1,1,156,52,1,27,27,8.17225914694923
7724314,1,1,1,1,1,2,1300000,2,,2,,2,2,140,58,1,27,27,9.10054952767601
7724314,1,1,1,3,,2,,2,,,,2,2,142,46,1,27,27,9.10054952767601
7724314,1,1,2,1,1,2,1200000,2,,2,,2,2,136,56,1,27,27,9.10054952767601
7724314,1,1,2,3,,1,,2,,,,2,2,75,25,1,27,27,9.10054952767601
7724314,1,1,3,1,1,2,1200000,2,,2,,2,2,96,61,1,27,27,9.10054952767601
7724314,1,1,4,1,1,2,1000000,2,,2,,2,2,79,40,1,27,27,9.10054952767601
7724349,1,1,1,3,,2,,2,,,,2,2,95,49,1,27,27,5.06775421703418
7724349,1,1,2,3,,1,,2,,,,2,2,76,30,1,27,27,5.06775421703418
7724369,1,4,1,3,,1,,2,,,,2,2,80,55,1,27,27,3.89104535716993
7724470,1,1,1,3,,2,,2,,,,2,2,60,45,1,41,41,12.1795291366924
7724527,1,1,1,3,,2,,2,,,,2,2,36,20,1,44,44,4.13294081868283
7724528,1,2,1,3,,1,,2,,,,2,2,2,39,1,44,44,4.69845071778344
7724544,1,2,1,1,2,1,720000,2,,2,,2,2,60,49,1,44,44,7.41257512795957
7724580,1,1,1,1,2,2,726775,2,,2,,2,2,36,29,1,44,44,13.2605294962872
7724580,1,1,2,1,2,2,726775,2,,2,,2,2,24,23,1,44,44,13.2605294962872
7724580,1,1,3,1,2,1,726775,2,,2,,2,2,36,38,1,44,44,13.2605294962872
7724589,1,1,1,1,2,2,350000,2,,2,,2,2,6,42,1,44,44,6.70206762341021
7724601,1,2,1,3,,1,,2,,,,2,2,72,39,1,44,44,11.7453883627961
7724843,1,2,1,3,,1,,2,,,,2,2,169,71,1,50,50,19.2997591417614
7724872,1,1,1,1,2,2,1462000,1,266500,2,,1,1,97,999,1,50,50,21.530884066517
7724890,1,1,1,1,2,1,1251830,3,156554,2,,1,2,25,999,1,50,50,12.2374064996812
7724890,1,1,2,1,2,1,1251830,3,156554,2,,1,2,25,999,1,50,50,12.2374064996812
7724890,1,1,3,1,2,1,1251830,3,156554,2,,1,2,25,999,1,50,50,12.2374064996812
7724890,1,1,4,1,2,2,1251830,3,156554,2,,1,2,25,999,1,50,50,12.2374064996812
7724890,1,1,5,1,2,2,1251830,3,156554,2,,1,2,25,999,1,50,50,12.2374064996812
7724924,1,1,1,1,1,1,850000,2,,2,,2,2,24,36,1,52,"",17.742689434108
7724924,1,1,2,1,1,1,850000,2,,2,,2,2,24,25,1,52,"",17.742689434108
7724924,1,1,3,1,1,1,850000,2,,2,,2,2,24,38,1,52,"",17.742689434108
7724999,1,1,1,3,,2,,2,,,,2,2,240,53,1,52,52,18.5605068673088
7725013,1,1,1,2,,2,,2,,,,2,2,24,26,1,52,52,12.1735050329733
7725043,1,5,1,1,2,1,2500000,2,,2,,2,2,8,52,1,52,52,8.89415345899466
7725043,1,5,2,1,2,2,1000000,2,,2,,2,2,8,42,1,52,52,8.89415345899466
7725043,1,5,3,1,2,2,1000000,2,,2,,2,2,8,39,1,52,52,8.89415345899466
7725061,1,1,1,3,,2,,2,,,,2,2,276,43,1,54,54,29.1219489740968
7725061,1,1,2,3,,1,,2,,,,2,2,240,38,1,54,54,29.1219489740968
7725061,1,1,3,3,,1,,2,,,,2,2,60,21,1,54,54,29.1219489740968
7725091,1,1,1,1,2,1,1300000,1,377500,1,2300000,1,2,4,30,1,54,54,38.3512137711649
7725091,1,1,2,1,2,1,1300000,1,377500,1,2300000,1,2,6,35,1,54,54,38.3512137711649
7725091,1,1,3,1,2,2,1300000,1,377500,1,2300000,1,2,6,30,1,54,54,38.3512137711649
7725091,1,1,4,1,2,2,1300000,1,377500,1,2300000,1,2,4,28,1,54,54,38.3512137711649
7725091,1,1,5,1,2,2,1300000,1,377500,1,2300000,1,2,5,35,1,54,54,38.3512137711649
7725102,1,1,1,1,1,1,1200000,2,,2,,2,2,96,60,1,54,54,153.765097454298
7725102,1,1,2,1,1,1,1200000,2,,2,,2,2,84,48,1,54,54,153.765097454298
7725102,1,1,3,1,1,1,1200000,2,,2,,2,2,84,45,1,54,54,153.765097454298
7725102,1,1,4,1,1,1,1200000,2,,2,,2,2,72,50,1,54,54,153.765097454298
7725102,1,1,5,1,1,1,1200000,2,,2,,2,2,60,45,1,54,54,153.765097454298
7725121,1,1,1,3,,1,,2,,,,2,2,120,39,1,54,54,43.233527397226
7725162,1,1,1,3,,1,,2,,,,2,2,12,42,1,63,63,13.5201726033088
7725192,1,1,1,1,1,1,1300000,1,370000,2,,1,2,72,46,1,63,63,18.5969778700833
7725192,1,1,2,1,2,1,1300000,1,370000,2,,1,2,36,35,1,63,63,18.5969778700833
7725380,1,3,1,1,2,2,100000,2,,2,,2,2,12,18,1,70,70,13.1011745612876
7725422,1,1,1,3,,1,,2,,,,2,2,36,64,1,70,70,9.92235670199262
7725422,1,1,2,3,,1,,2,,,,2,2,36,19,1,70,70,9.92235670199262
7725424,1,1,1,1,1,1,1300000,3,266500,1,1200000,1,1,204,39,1,70,70,10.0981438481468
7725424,1,1,2,1,1,1,1300000,3,266500,1,1200000,1,1,144,37,1,70,70,10.0981438481468
7725424,1,1,3,1,1,1,1300000,3,266500,1,1200000,1,1,108,34,1,70,70,10.0981438481468
7725424,1,1,4,1,1,1,1300000,3,266500,1,1200000,1,1,96,34,1,70,70,10.0981438481468
7725424,1,1,5,1,1,1,1300000,3,266500,1,1200000,1,1,72,30,1,70,70,10.0981438481468
7725424,1,1,6,1,1,1,1300000,3,266500,1,1200000,1,1,72,28,1,70,70,10.0981438481468
7725424,1,1,7,1,1,1,1300000,3,266500,1,1200000,1,1,60,26,1,70,70,10.0981438481468
7725445,1,1,1,2,,1,,2,,,,2,2,36,50,1,70,70,8.79304174336514
7725452,1,2,1,3,,2,,2,,,,2,2,24,70,1,70,70,12.9024846306141
7725452,1,2,2,3,,2,,2,,,,2,2,24,15,1,70,70,12.9024846306141
7725457,1,2,1,1,2,2,480000,2,,2,,2,2,96,42,1,70,70,9.5406121580056
7725457,1,2,1,3,,1,,2,,,,2,2,180,70,1,70,70,9.5406121580056
7725515,1,1,1,1,1,1,3000000,2,,2,,2,2,48,28,1,73,73,46.9130050430279
7725515,1,1,2,1,1,1,2500000,2,,2,,2,2,18,25,1,73,73,46.9130050430279
7725515,1,1,3,1,1,2,2500000,2,,2,,2,2,36,42,1,73,73,46.9130050430279
7725568,1,2,1,3,,2,,2,,,,2,2,6,52,1,73,73,15.1819285323029
7725576,1,1,1,1,2,1,200000,2,,2,,2,2,12,28,1,73,73,21.2036687215099
7725600,1,1,1,3,,2,,2,,,,2,2,500,79,1,73,73,28.1261499101972
7725666,1,2,1,2,,2,,2,,,,2,2,48,23,1,76,76,201.120781704019
7725704,1,1,1,2,,2,,2,,,,2,2,36,26,1,76,76,94.9262611108477
7725761,1,1,1,1,2,2,1300000,1,377000,2,,2,2,48,40,1,76,76,25.9659427519621
7725903,1,2,1,1,1,1,1300000,2,,2,,2,2,127,31,1,88,88,5.51822845811318
7726026,1,1,1,3,,2,,2,,,,2,2,10,27,2,08,"",3.19690510260766
7726027,1,1,1,3,,1,,2,,,,2,2,36,55,2,08,"",3.17742647469911
7726027,1,1,2,3,,1,,2,,,,2,2,36,40,2,08,"",3.17742647469911
7726044,1,1,1,1,2,2,700000,2,,2,,2,2,11,26,2,08,"",2.95989871962333
7726044,1,1,1,3,,2,,2,,,,2,2,60,33,2,08,"",2.95989871962333
7726044,1,1,2,1,2,2,800000,2,,2,,2,2,4,43,2,08,"",2.95989871962333
7726052,1,1,1,1,2,2,884000,2,,2,,2,2,6,32,1,08,"",99.65041958332
7726052,1,1,2,1,2,2,1040000,2,,2,,2,2,48,50,1,08,"",99.65041958332
7726077,1,2,1,1,2,1,0,2,,2,,2,2,120,18,2,13,"",152.137374316467
7726078,1,2,1,3,,1,,2,,,,2,2,230,20,2,13,"",157.605581443591
7726080,1,1,1,3,,2,,2,,,,2,2,65,19,2,13,"",163.216155218019
7726084,1,1,1,1,2,1,800000,2,,2,,2,2,120,30,1,13,"",156.945884737607
7726091,1,2,1,3,,2,,2,,,,2,2,59,26,1,13,"",212.227214268201
7726099,1,1,1,3,,1,,2,,,,2,2,2,27,2,13,"",178.536969326637
7726101,1,1,1,3,,1,,2,,,,2,2,3,40,2,13,"",160.859657413263
7726110,1,1,1,3,,1,,2,,,,2,2,36,30,1,13,"",141.426772636964
7726159,1,1,1,1,2,1,100000,2,,2,,2,2,7,40,1,44,"",92.6108740386969
7726190,1,2,1,1,2,1,800000,2,,2,,2,2,1,36,1,44,"",68.0708821352366
7726236,1,1,1,3,,1,,2,,,,2,2,36,40,1,44,"",72.9054447097504
7726237,1,1,1,1,2,1,1200000,2,,2,,2,2,8,52,1,44,"",77.5355400748001
7726239,1,1,1,3,,1,,2,,,,2,2,300,40,1,44,"",28.9635806978159
7726239,1,1,2,3,,1,,2,,,,2,2,288,39,1,44,"",28.9635806978159
7726263,1,1,1,3,,1,,2,,,,2,2,60,87,1,44,"",29.3638350387239
7726287,1,2,1,3,,1,,2,,,,2,2,12,20,1,47,"",94.6951262009892
7726307,1,2,1,1,2,1,300000,2,,2,,2,2,48,49,1,47,"",40.4271067372755
7726322,1,1,1,3,,2,,2,,,,2,2,8,18,1,47,"",73.3758374215401
7726355,1,1,1,1,2,1,1000000,2,,2,,2,2,80,24,2,47,"",201.64751348077
7726370,1,2,1,3,,1,,2,,,,2,2,28,34,2,47,"",72.1330289862249
7726370,1,3,1,3,,1,,2,,,,2,2,18,19,2,47,"",72.1330289862249
7726370,1,3,2,3,,1,,2,,,,2,2,24,25,2,47,"",72.1330289862249
7726388,1,1,1,1,2,1,800000,2,,2,,2,2,24,31,1,47,"",128.396473505898
7726396,1,1,1,1,2,1,1300000,2,,2,,2,2,24,28,2,47,"",59.2607475742319
7726398,1,1,1,1,2,1,150000,2,,2,,2,2,24,25,2,47,"",58.4201326795554
7726398,1,1,2,1,2,1,150000,2,,2,,2,2,30,29,2,47,"",58.4201326795554
7726433,1,2,1,1,2,1,600000,2,,2,,2,2,12,45,2,70,"",47.3033961447983
7726441,1,2,1,3,,2,,2,,,,2,2,60,35,1,70,"",57.3692467921032
7726462,1,1,1,1,1,1,600000,2,,2,,2,2,24,30,1,70,"",67.7111004496711
7726469,1,1,1,3,,2,,2,,,,2,2,180,42,2,70,"",151.566659922815
7726523,1,1,1,1,1,2,200000,2,,2,,2,2,92,37,2,25,"",5.24136364960128
7726527,1,1,1,1,1,1,680000,2,,2,,2,2,240,63,2,25,"",9.25487282822568
7726598,1,1,1,1,2,2,600000,2,,2,,2,2,6,28,1,25,"",732.409406107567
7726598,1,1,1,2,,2,,2,,,,2,2,6,42,1,25,"",732.409406107567
7726609,1,1,1,1,1,2,1300000,1,296400,1,1880000,1,1,96,32,1,25,"",591.338913903765
7726609,1,1,2,1,2,1,480000,2,,2,,2,2,10,30,1,25,"",591.338913903765
7726618,1,1,1,1,2,1,200000,2,,2,,2,2,12,30,1,25,"",473.071131123012
7726618,1,1,2,1,2,1,200000,2,,2,,2,2,12,45,1,25,"",473.071131123012
7726688,1,1,1,3,,2,,2,,,,2,2,176,64,1,18,"",26.6454613539133
7726760,1,1,1,2,,1,,2,,,,2,2,240,28,2,18,"",38.312184158972
7726822,1,1,1,3,,1,,2,,,,2,2,26,19,1,18,"",47.0875106262637
